time,ton,thrust,mfr,vl,anomaly_code
2021-03-14 06:00:00.000,0,0.0001027659209963,0.0,0.0,
2021-03-14 06:00:00.010,0,-0.0002765145229284,0.0,1.0,
2021-03-14 06:00:00.020,0,0.0034908502871481,0.0,1.0,
2021-03-14 06:00:00.030,0,-0.0003075893610712,0.0,1.0,
2021-03-14 06:00:00.040,0,-0.005638550879128,0.0,1.0,
2021-03-14 06:00:00.050,0,-0.0043031179244801,0.0,1.0,
2021-03-14 06:00:00.060,0,-0.0003995659628213,0.0,1.0,
2021-03-14 06:00:00.070,0,0.003225910270471,0.0,1.0,
2021-03-14 06:00:00.080,0,0.0040254802013531,0.0,1.0,
2021-03-14 06:00:00.090,0,0.0047782304830779,0.0,1.0,
2021-03-14 06:00:00.100,0,-0.0013286682419185,0.0,1.0,
2021-03-14 06:00:00.110,0,0.0048854570259661,0.0,1.0,
2021-03-14 06:00:00.120,0,0.0039277157001975,0.0,1.0,
2021-03-14 06:00:00.130,0,0.002348627306644,0.0,1.0,
2021-03-14 06:00:00.140,0,-0.0048220087379179,0.0,0.0,
2021-03-14 06:00:00.150,0,0.001247288790346,0.0,0.0,
2021-03-14 06:00:00.160,0,-0.0022969407628119,0.0,0.0,
2021-03-14 06:00:00.170,0,-0.0069527860692196,0.0,0.0,
2021-03-14 06:00:00.180,0,-0.0013718984455117,0.0,0.0,
2021-03-14 06:00:00.190,0,0.000428096886281,0.0,0.0,
2021-03-14 06:00:00.200,0,0.0001897495518907,0.0,0.0,
2021-03-14 06:00:00.210,0,-0.0061517610468647,0.0,0.0,
2021-03-14 06:00:00.220,0,0.0009197848052961,0.0,0.0,
2021-03-14 06:00:00.230,0,0.0026311440234228,0.0,0.0,
2021-03-14 06:00:00.240,0,-0.0016051700609241,0.0,0.0,
2021-03-14 06:00:00.250,0,0.0015220429425120002,0.0,0.0,
2021-03-14 06:00:00.260,0,-0.0029006621557775,0.0,0.0,
2021-03-14 06:00:00.270,0,0.0032452329075787,0.0,0.0,
2021-03-14 06:00:00.280,0,0.000846954867583,0.0,0.0,
2021-03-14 06:00:00.290,0,-0.0002851813737659,0.0,0.0,
2021-03-14 06:00:00.300,0,0.0057857582629986,0.0,0.0,
2021-03-14 06:00:00.310,0,0.0005665998587456,0.0,0.0,
2021-03-14 06:00:00.320,0,-0.004151667241285,0.0,0.0,
2021-03-14 06:00:00.330,0,-0.0018951539284566,0.0,0.0,
2021-03-14 06:00:00.340,0,-0.0055515769821466,0.0,0.0,
2021-03-14 06:00:00.350,0,0.0033576205423476,0.0,0.0,
2021-03-14 06:00:00.360,0,-4.366211216153636e-05,0.0,0.0,
2021-03-14 06:00:00.370,0,-0.0030025719912154,0.0,0.0,
2021-03-14 06:00:00.380,0,-0.0023517956309388,0.0,0.0,
2021-03-14 06:00:00.390,0,0.000257370785556,0.0,0.0,
2021-03-14 06:00:00.400,0,-0.0021351511727845,0.0,0.0,
2021-03-14 06:00:00.410,0,-0.0037885284174224,0.0,0.0,
2021-03-14 06:00:00.420,0,-0.001636423778164,0.0,0.0,
2021-03-14 06:00:00.430,0,0.0008442645355564,0.0,0.0,
2021-03-14 06:00:00.440,0,0.0037321811461059,0.0,0.0,
2021-03-14 06:00:00.450,0,0.0015574256677737,0.0,0.0,
2021-03-14 06:00:00.460,0,0.0006333090173229,0.0,0.0,
2021-03-14 06:00:00.470,0,-0.0015193037485821,0.0,0.0,
2021-03-14 06:00:00.480,0,-9.370346989536777e-05,0.0,0.0,
2021-03-14 06:00:00.490,0,0.0014848544621846,0.0,0.0,
2021-03-14 06:00:00.500,0,0.0022589082835372,0.0,0.0,
2021-03-14 06:00:00.510,0,-0.0005420604399421,0.0,0.0,
2021-03-14 06:00:00.520,0,0.0027933653174777,0.0,0.0,
2021-03-14 06:00:00.530,0,-0.0029585915794104,0.0,0.0,
2021-03-14 06:00:00.540,0,-0.0011665750872826,0.0,0.0,
2021-03-14 06:00:00.550,0,-0.0021862877797047,0.0,0.0,
2021-03-14 06:00:00.560,0,-0.0085326053114327,0.0,0.0,
2021-03-14 06:00:00.570,0,0.0009615257789786,0.0,0.0,
2021-03-14 06:00:00.580,0,-0.002783309416966,0.0,0.0,
2021-03-14 06:00:00.590,0,0.0027904694334943,0.0,0.0,
2021-03-14 06:00:00.600,0,0.0008480674548664,0.0,0.0,
2021-03-14 06:00:00.610,0,-0.000858138187208,0.0,0.0,
2021-03-14 06:00:00.620,0,0.0070424524639152,0.0,0.0,
2021-03-14 06:00:00.630,0,-0.004136408056483,0.0,0.0,
2021-03-14 06:00:00.640,0,-0.0029439661862281,0.0,0.0,
2021-03-14 06:00:00.650,0,-0.0064313737052948,0.0,0.0,
2021-03-14 06:00:00.660,0,-0.0019369298270082,0.0,0.0,
2021-03-14 06:00:00.670,0,0.0016146757136022,0.0,0.0,
2021-03-14 06:00:00.680,0,2.500477483316312e-05,0.0,0.0,
2021-03-14 06:00:00.690,0,0.0003575794463853,0.0,0.0,
2021-03-14 06:00:00.700,0,0.0010004651644967,0.0,0.0,
2021-03-14 06:00:00.710,0,-0.0092294587728663,0.0,0.0,
2021-03-14 06:00:00.720,0,-0.002469162701854,0.0,0.0,
2021-03-14 06:00:00.730,0,0.0021626029222743,0.0,0.0,
2021-03-14 06:00:00.740,0,-0.0009337722851186,0.0,0.0,
2021-03-14 06:00:00.750,0,-0.0067173364847622,0.0,0.0,
2021-03-14 06:00:00.760,0,-0.000472367117547,0.0,0.0,
2021-03-14 06:00:00.770,0,0.0037470730779799,0.0,0.0,
2021-03-14 06:00:00.780,0,-0.0023029406355451,0.0,0.0,
2021-03-14 06:00:00.790,0,-0.0006331533715905,0.0,0.0,
2021-03-14 06:00:00.800,0,0.0028796640579649,0.0,0.0,
2021-03-14 06:00:00.810,0,-0.0042937953841838,0.0,0.0,
2021-03-14 06:00:00.820,0,0.0007968458455046,0.0,0.0,
2021-03-14 06:00:00.830,0,-0.0006665955839066,0.0,0.0,
2021-03-14 06:00:00.840,0,-0.0001960410448105,0.0,0.0,
2021-03-14 06:00:00.850,0,0.0015273978911099998,0.0,0.0,
2021-03-14 06:00:00.860,0,0.0012408250315555,0.0,0.0,
2021-03-14 06:00:00.870,0,-0.0055686322280584,0.0,0.0,
2021-03-14 06:00:00.880,0,0.0033916728458118,0.0,0.0,
2021-03-14 06:00:00.890,0,0.0046236159516134,0.0,0.0,
2021-03-14 06:00:00.900,0,0.0019785917788441,0.0,0.0,
2021-03-14 06:00:00.910,0,0.0028561041692985,0.0,0.0,
2021-03-14 06:00:00.920,0,-0.0024841695165027,0.0,0.0,
2021-03-14 06:00:00.930,0,0.0041041540697641,0.0,0.0,
2021-03-14 06:00:00.940,0,0.0017821884646124,0.0,0.0,
2021-03-14 06:00:00.950,0,-0.0049480290662699,0.0,0.0,
2021-03-14 06:00:00.960,0,-0.0010727404087377,0.0,0.0,
2021-03-14 06:00:00.970,0,-0.0020445739142944,0.0,0.0,
2021-03-14 06:00:00.980,0,0.004019940803342,0.0,0.0,
2021-03-14 06:00:00.990,0,0.0013411715906702,0.0,0.0,
2021-03-14 06:00:01.000,1,-0.0013571971308938,0.0,0.0,
2021-03-14 06:00:01.010,1,-0.0004585911463452,0.0,0.0,
2021-03-14 06:00:01.020,1,-0.0038282619250206,0.0,0.0,
2021-03-14 06:00:01.030,1,-0.0047981479182903,0.0,0.0,
2021-03-14 06:00:01.040,1,-0.0006303058325909999,0.0,0.0,
2021-03-14 06:00:01.050,1,0.0019444465393647,0.0,0.0,
2021-03-14 06:00:01.060,1,0.0016407951354701,0.0,0.0,
2021-03-14 06:00:01.070,1,0.0018515128873538,0.0,0.0,
2021-03-14 06:00:01.080,1,0.0007053803637092,0.0,0.0,
2021-03-14 06:00:01.090,1,0.002817194819297,1.580963062840424,0.0,
2021-03-14 06:00:01.100,1,0.0085521421489142,6.048305572499795,0.0,
2021-03-14 06:00:01.110,1,0.0143122418111331,12.923743521664116,0.0,
2021-03-14 06:00:01.120,1,0.0227037698398055,21.721481484753127,0.0,
2021-03-14 06:00:01.130,1,0.0378479164785439,32.248495301417265,0.0,
2021-03-14 06:00:01.140,1,0.0462082346296863,43.97218483372684,0.0,
2021-03-14 06:00:01.150,1,0.059324135072424,56.59795713621392,0.0,
2021-03-14 06:00:01.160,1,0.0831994361760508,70.98817996892987,0.0,
2021-03-14 06:00:01.170,1,0.0972704198806823,84.30660121879006,0.0,
2021-03-14 06:00:01.180,1,0.0924183266538945,98.49457696774223,0.0,
2021-03-14 06:00:01.190,1,0.1082777227768629,112.1532964566741,0.0,
2021-03-14 06:00:01.200,1,0.1371841390839733,128.25316392201537,0.0,
2021-03-14 06:00:01.210,1,0.1450138523850515,142.51628285792626,0.0,
2021-03-14 06:00:01.220,1,0.1254342223083841,155.3009046085663,0.0,
2021-03-14 06:00:01.230,1,0.1622766174011819,170.83561200521922,0.0,
2021-03-14 06:00:01.240,1,0.1797057176229649,184.31087756495396,0.0,
2021-03-14 06:00:01.250,1,0.187875811070732,196.24554015284684,0.0,
2021-03-14 06:00:01.260,1,0.1938999864039713,209.2756885522793,0.0,
2021-03-14 06:00:01.270,1,0.2336806770501109,218.0470323665736,0.0,
2021-03-14 06:00:01.280,1,0.2348867338081041,232.8205111993906,0.0,
2021-03-14 06:00:01.290,1,0.2168154262712167,244.23406538786116,0.0,
2021-03-14 06:00:01.300,1,0.2584388302336834,253.4857917808669,0.0,
2021-03-14 06:00:01.310,1,0.2961298697236738,262.37796301915773,0.0,
2021-03-14 06:00:01.320,1,0.2683289567623226,270.92396748963074,0.0,
2021-03-14 06:00:01.330,1,0.2712338783965801,279.17501561201675,0.0,
2021-03-14 06:00:01.340,1,0.21683117848389105,284.29064435377614,0.0,
2021-03-14 06:00:01.350,1,0.2538395514060483,292.8964548522166,0.0,
2021-03-14 06:00:01.360,1,0.3118625771639959,297.074339380664,0.0,
2021-03-14 06:00:01.370,1,0.3198703256603073,304.7453068660068,0.0,
2021-03-14 06:00:01.380,1,0.3149819787459823,312.05999779253466,0.0,
2021-03-14 06:00:01.390,1,0.3222573376799046,313.632740551916,0.0,
2021-03-14 06:00:01.400,1,0.2392530838793594,318.36367571533583,0.0,
2021-03-14 06:00:01.410,1,0.2854449636455858,325.19342711543817,0.0,
2021-03-14 06:00:01.420,1,0.3063180739255349,329.4717393752665,0.0,
2021-03-14 06:00:01.430,1,0.2713522752079494,331.62951606533136,0.0,
2021-03-14 06:00:01.440,1,0.2543185547718617,335.79818581565456,0.0,
2021-03-14 06:00:01.450,1,0.2366713401507894,336.4649809045763,0.0,
2021-03-14 06:00:01.460,1,0.2486221781567476,340.0137858210074,0.0,
2021-03-14 06:00:01.470,1,0.3410648942798581,340.8996086508935,0.0,
2021-03-14 06:00:01.480,1,0.3184940660965096,340.28851806047044,0.0,
2021-03-14 06:00:01.490,1,0.2294865508341456,342.44526096464904,0.0,
2021-03-14 06:00:01.500,1,0.2515062554117584,344.9758246987513,0.0,
2021-03-14 06:00:01.510,1,0.3428208923719453,347.6986903305004,0.0,
2021-03-14 06:00:01.520,1,0.3321690938161702,346.55025601663226,0.0,
2021-03-14 06:00:01.530,1,0.2327059169507183,347.15583082073937,0.0,
2021-03-14 06:00:01.540,1,0.2444785069057944,347.41709686751733,0.0,
2021-03-14 06:00:01.550,1,0.2941555950823234,345.4208218975801,0.0,
2021-03-14 06:00:01.560,1,0.2305739139817116,348.3122255376797,0.0,
2021-03-14 06:00:01.570,1,0.2278991829071698,345.0885714648162,0.0,
2021-03-14 06:00:01.580,1,0.2191150829454576,344.26894520442147,0.0,
2021-03-14 06:00:01.590,1,0.311404152558695,346.872426193019,0.0,
2021-03-14 06:00:01.600,1,0.2589854609158856,347.2063421122159,0.0,
2021-03-14 06:00:01.610,1,0.2817590564060196,343.8697626245369,0.0,
2021-03-14 06:00:01.620,1,0.2824295861104937,346.9740799702309,0.0,
2021-03-14 06:00:01.630,1,0.3199670547512632,345.73919714695813,0.0,
2021-03-14 06:00:01.640,1,0.2400547043468096,346.2782833161264,0.0,
2021-03-14 06:00:01.650,1,0.3074262352335173,343.1358161542845,0.0,
